Team,País,#,POS,Player name (MD),Nombre ANTERIOR,Nombre NUEVO,Cambió?,First name(s),Last name(s),Name on shirt,externalRef,Observación,Nombre corregido sugerido
JOR,Jordan,14,MF,RAJAEI AYED,Raja'ei Hasan,Rajaei Ayed,SI,Raja'ei Ayed Fadel,HASAN,RAJA'EI,wc2026-JOR-14,Cambio de nombre,
JOR,Jordan,15,MF,IBRAHIM SADEH,Ibrahim Sa'deh,Ibrahim Sadeh,SI,Ibrahim Mohammad Sami,SA'DEH,SA'DEH,wc2026-JOR-15,Cambio de nombre,
JOR,Jordan,16,DF,MOHAMMAD ABUALNADI,Abu Alnadi,Mohammad Abualnadi,SI,Mohammad Majed Jamil,ABUALNADI,ABU ALNADI,wc2026-JOR-16,Cambio de nombre,
JOR,Jordan,17,DF,SALEEM OBAID,Saleem Obaid,Saleem Obaid,,Saleem Amer Saleem,OBAID,SALEEM,wc2026-JOR-17,,
JOR,Jordan,18,FW,IBRAHIM SABRA,Ibrahim Sabra,Ibrahim Sabra,,Ibrahim Mohammad Abdallah,SABRA,SABRA,wc2026-JOR-18,,
JOR,Jordan,19,DF,SAED ALROSAN,Sa'ed Alrosan,Saed Alrosan,SI,Sa'ed Ahmad Salameh,ALROSAN,SA'ED,wc2026-JOR-19,Cambio de nombre,
JOR,Jordan,20,MF,MOHANNAD ABUTAHA,Abu Taha,Mohannad Abutaha,SI,Mohannad Mahmoud Saleh,ABU TAHA,ABU TAHA,wc2026-JOR-20,Cambio de nombre,
JOR,Jordan,21,MF,NIZAR ALRASHDAN,Nizar Al-rashdan,Nizar Alrashdan,SI,Nizar Mahmoud Ahmed,AL-RASHDAN,NIZAR,wc2026-JOR-21,Cambio de nombre,
JOR,Jordan,22,GK,ABDALLAH ALFAKHORI,Abdallah Alfakhori,Abdallah Alfakhori,,Abdallah Ra'ed Mahmoud,ALFAKHORI,ALFAKHORI,wc2026-JOR-22,,
JOR,Jordan,23,DF,EHSAN HADDAD,Ehsan Haddad,Ehsan Haddad,,Ehsan Manel Farhan,HADDAD,EHSAN,wc2026-JOR-23,,
JOR,Jordan,24,FW,ALI AZAIZEH,Ali Azaizeh,Ali Azaizeh,,Ali Ahmad Ali,AZAIZEH,AZAIZEH,wc2026-JOR-24,,
JOR,Jordan,25,MF,MOHAMMAD ALDAOUD,Mohammad Aldaoud,Mohammad Aldaoud,,Mohammad Ratib Mohammad,ALDAOUD,ALDAOUD,wc2026-JOR-25,,
JOR,Jordan,26,DF,ANAS BADAWI,Anas Badawi,Anas Badawi,,Anas Said Ghazi,BADAWI,BADAWI,wc2026-JOR-26,,
KOR,Korea Republic,1,GK,KIM Seunggyu,Seunggyu Kim,Kim Seunggyu,SI,Seunggyu,KIM,SEUNGGYU,wc2026-KOR-1,Cambio de nombre,
KOR,Korea Republic,2,DF,LEE Hanbeom,Hanbeom Lee,Lee Hanbeom,SI,Hanbeom,LEE,HANBEOM,wc2026-KOR-2,Cambio de nombre,
KOR,Korea Republic,3,MF,LEE Gihyuk,Gihyuk Lee,Lee Gihyuk,SI,Gihyuk,LEE,GIHYUK,wc2026-KOR-3,Cambio de nombre,
KOR,Korea Republic,4,DF,KIM Minjae,Minjae Kim,Kim Minjae,SI,Minjae,KIM,MINJAE,wc2026-KOR-4,Cambio de nombre,
KOR,Korea Republic,5,DF,KIM Taehyeon,Taehyeon Kim,Kim Taehyeon,SI,Taehyeon,KIM,TAEHYEON,wc2026-KOR-5,Cambio de nombre,
KOR,Korea Republic,6,MF,HWANG Inbeom,Inbeom Hwang,Hwang Inbeom,SI,Inbeom,HWANG,INBEOM,wc2026-KOR-6,Cambio de nombre,
KOR,Korea Republic,7,FW,SON Heungmin,Heung Heungmin,Son Heungmin,SI,Heung Min,SON,HEUNGMIN,wc2026-KOR-7,Cambio de nombre,
KOR,Korea Republic,8,MF,PAIK Seungho,Seungho Paik,Paik Seungho,SI,Seungho,PAIK,SEUNGHO,wc2026-KOR-8,Cambio de nombre,
KOR,Korea Republic,9,FW,CHO Guesung,Guesung Cho,Cho Guesung,SI,Guesung,CHO,GUESUNG,wc2026-KOR-9,Cambio de nombre,
KOR,Korea Republic,10,MF,LEE Jaesung,Jae Jaesung,Lee Jaesung,SI,Jae Sung,LEE,JAESUNG,wc2026-KOR-10,Cambio de nombre,
KOR,Korea Republic,11,MF,HWANG Heechan,Hee Heechan,Hwang Heechan,SI,Hee Chan,HWANG,HEECHAN,wc2026-KOR-11,Cambio de nombre,
KOR,Korea Republic,12,GK,SONG Bumkeun,Bumkeun Song,Song Bumkeun,SI,Bumkeun,SONG,BUMKEUN,wc2026-KOR-12,Cambio de nombre,
KOR,Korea Republic,13,DF,LEE Taeseok,Taeseok Lee,Lee Taeseok,SI,Taeseok,LEE,TAESEOK,wc2026-KOR-13,Cambio de nombre,
KOR,Korea Republic,14,DF,CHO Wije,Wije Cho,Cho Wije,SI,Wije,CHO,WIJE,wc2026-KOR-14,Cambio de nombre,
KOR,Korea Republic,15,DF,KIM Moonhwan,Moonhwan Kim,Kim Moonhwan,SI,Moonhwan,KIM,MOONHWAN,wc2026-KOR-15,Cambio de nombre,
KOR,Korea Republic,16,DF,PARK Jinseob,Jinseob Park,Park Jinseob,SI,Jinseob,PARK,JINSEOB,wc2026-KOR-16,Cambio de nombre,
KOR,Korea Republic,17,MF,BAE Junho,Junho Bae,Bae Junho,SI,Junho,BAE,JUNHO,wc2026-KOR-17,Cambio de nombre,
KOR,Korea Republic,18,FW,OH Hyeongyu,Hyeongyu Oh,Oh Hyeongyu,SI,Hyeongyu,OH,HYEONGYU,wc2026-KOR-18,Cambio de nombre,
KOR,Korea Republic,19,MF,LEE Kangin,Kangin Lee,Lee Kangin,SI,Kangin,LEE,KANGIN,wc2026-KOR-19,Cambio de nombre,
KOR,Korea Republic,20,MF,YANG Hyunjun,Hyunjun Yang,Yang Hyunjun,SI,Hyunjun,YANG,HYUNJUN,wc2026-KOR-20,Cambio de nombre,
KOR,Korea Republic,21,GK,JO Hyeonwoo,Hyeonwoo Jo,Jo Hyeonwoo,SI,Hyeonwoo,JO,HYEONWOO,wc2026-KOR-21,Cambio de nombre,
KOR,Korea Republic,22,DF,SEOL Youngwoo,Youngwoo Seol,Seol Youngwoo,SI,Youngwoo,SEOL,YOUNGWOO,wc2026-KOR-22,Cambio de nombre,
KOR,Korea Republic,23,DF,CASTROP Jens,Jens Castrop,Castrop Jens,SI,Jens,CASTROP,JENS,wc2026-KOR-23,Cambio de nombre,
KOR,Korea Republic,24,MF,KIM Jingyu,Jingyu Kim,Kim Jingyu,SI,Jingyu,KIM,JINGYU,wc2026-KOR-24,Cambio de nombre,
KOR,Korea Republic,25,MF,EOM Jisung,Jisung Eom,Eom Jisung,SI,Jisung,EOM,JISUNG,wc2026-KOR-25,Cambio de nombre,
KOR,Korea Republic,26,MF,LEE Donggyeong,Donggyeong Lee,Lee Donggyeong,SI,Donggyeong,LEE,DONGGYEONG,wc2026-KOR-26,Cambio de nombre,
MEX,Mexico,1,GK,RANGEL Raul,R. Rangel,Rangel Raul,SI,José Raúl,RANGEL AGUILAR,R. RANGEL,wc2026-MEX-1,Cambio de nombre,
MEX,Mexico,2,DF,SANCHEZ Jorge,J. Sánchez,Sanchez Jorge,SI,Jorge Eduardo,SÁNCHEZ RAMOS,J. SÁNCHEZ,wc2026-MEX-2,Cambio de nombre,
MEX,Mexico,3,DF,MONTES Cesar,C. Montes,Montes Cesar,SI,César Jasib,MONTES CASTRO,C. MONTES,wc2026-MEX-3,Cambio de nombre,
MEX,Mexico,4,DF,ALVAREZ Edson,E. Álvarez,Alvarez Edson,SI,Edson Omar,ÁLVAREZ VELÁZQUEZ,E. ÁLVAREZ,wc2026-MEX-4,Cambio de nombre,
MEX,Mexico,5,DF,VASQUEZ Johan,J. Vásquez,Vasquez Johan,SI,Johan Felipe,VÁSQUEZ IBARRA,J. VÁSQUEZ,wc2026-MEX-5,Cambio de nombre,
MEX,Mexico,6,MF,LIRA Erik,E. Lira,Lira Erik,SI,Erik Antonio,LIRA MÉNDEZ,E. LIRA,wc2026-MEX-6,Cambio de nombre,
MEX,Mexico,7,MF,ROMO Luis,L. Romo,Romo Luis,SI,Luis Francisco,ROMO BARRÓN,L. ROMO,wc2026-MEX-7,Cambio de nombre,
MEX,Mexico,8,MF,FIDALGO Alvaro,Álvaro Fidalgo,Fidalgo Alvaro,SI,Álvaro,FIDALGO FERNÁNDEZ,FIDALGO,wc2026-MEX-8,Cambio de nombre,
MEX,Mexico,9,FW,JIMENEZ Raul,Raúl Rodríguez,Jimenez Raul,SI,Raúl Alonso,JIMÉNEZ RODRÍGUEZ,RAÚL,wc2026-MEX-9,Cambio de nombre,
MEX,Mexico,10,FW,VEGA Alexis,A. Vega,Vega Alexis,SI,Ernesto Alexis,VEGA ROJAS,A. VEGA,wc2026-MEX-10,Cambio de nombre,
MEX,Mexico,11,FW,GIMENEZ Santiago,S. Gimenez,Gimenez Santiago,SI,Santiago Tomás,GIMENEZ,S. GIMENEZ,wc2026-MEX-11,Cambio de nombre,
MEX,Mexico,12,GK,ACEVEDO Carlos,C. Acevedo,Acevedo Carlos,SI,Carlos,ACEVEDO LÓPEZ,C. ACEVEDO,wc2026-MEX-12,Cambio de nombre,
MEX,Mexico,13,GK,OCHOA Guillermo,G. Ochoa,Ochoa Guillermo,SI,Francisco Guillermo,OCHOA MAGAÑA,G. OCHOA,wc2026-MEX-13,Cambio de nombre,
MEX,Mexico,14,FW,GONZALEZ Armando,A. González,Gonzalez Armando,SI,Armando,GONZÁLEZ ALBA,A. GONZÁLEZ,wc2026-MEX-14,Cambio de nombre,
MEX,Mexico,15,DF,REYES Israel,I. Reyes,Reyes Israel,SI,Israel,REYES ROMERO,I. REYES,wc2026-MEX-15,Cambio de nombre,
MEX,Mexico,16,FW,QUINONES Julian,J. Quiñones,Quinones Julian,SI,Julián Andrés,QUIÑONES QUIÑONES,J. QUIÑONES,wc2026-MEX-16,Cambio de nombre,
MEX,Mexico,17,MF,PINEDA Orbelin,Orbelín Alvarado,Pineda Orbelin,SI,Orbelín,PINEDA ALVARADO,ORBELÍN,wc2026-MEX-17,Cambio de nombre,
MEX,Mexico,18,MF,VARGAS Obed,O. Vargas,Vargas Obed,SI,Obed Goméz,VARGAS,O. VARGAS,wc2026-MEX-18,Cambio de nombre,
MEX,Mexico,19,MF,MORA Gilberto,G. Mora,Mora Gilberto,SI,Gilberto Rafael,MORA ZAMBRANO,G. MORA,wc2026-MEX-19,Cambio de nombre,
MEX,Mexico,20,DF,CHAVEZ Mateo,M. Chávez,Chavez Mateo,SI,Mateo,CHÁVEZ GARCÍA,M. CHÁVEZ,wc2026-MEX-20,Cambio de nombre,
MEX,Mexico,21,FW,HUERTA Cesar,C. Huerta,Huerta Cesar,SI,César Saúl,HUERTA VALERA,C. HUERTA,wc2026-MEX-21,Cambio de nombre,
MEX,Mexico,22,FW,MARTINEZ Guillermo,G. Martínez,Martinez Guillermo,SI,Guillermo,MARTÍNEZ AYALA,G. MARTÍNEZ,wc2026-MEX-22,Cambio de nombre,
MEX,Mexico,23,DF,GALLARDO Jesus,J. Gallardo,Gallardo Jesus,SI,Jesús Daniel,GALLARDO VASCONCELOS,J. GALLARDO,wc2026-MEX-23,Cambio de nombre,
MEX,Mexico,24,MF,CHAVEZ Luis,L. Chávez,Chavez Luis,SI,Luis Gerardo,CHÁVEZ MAGALLÓN,L. CHÁVEZ,wc2026-MEX-24,Cambio de nombre,
MEX,Mexico,25,FW,ALVARADO Roberto,R. Alvarado,Alvarado Roberto,SI,Roberto Carlos,ALVARADO HERNÁNDEZ,R. ALVARADO,wc2026-MEX-25,Cambio de nombre,
MEX,Mexico,26,MF,GUTIERREZ Brian,B. Gutiérrez,Gutierrez Brian,SI,Brian,GUTIÉRREZ,B. GUTIÉRREZ,wc2026-MEX-26,Cambio de nombre,
MAR,Morocco,1,GK,BOUNOU Yassine,Yassine Bono,Bounou Yassine,SI,Yassine,BOUNOU,BONO,wc2026-MAR-1,Cambio de nombre,
MAR,Morocco,2,DF,HAKIMI Achraf,Achraf Hakimi,Hakimi Achraf,SI,Achraf,HAKIMI MOUH,HAKIMI,wc2026-MAR-2,Cambio de nombre,
MAR,Morocco,3,DF,MAZRAOUI Noussair,Noussair Mazraoui,Mazraoui Noussair,SI,Noussair,MAZRAOUI,MAZRAOUI,wc2026-MAR-3,Cambio de nombre,
MAR,Morocco,4,MF,AMRABAT Sofyan,Sofyan Amrabat,Amrabat Sofyan,SI,Sofyan,AMRABAT,AMRABAT,wc2026-MAR-4,Cambio de nombre,
MAR,Morocco,5,DF,AGUERD Nayef,Nayef Aguerd,Aguerd Nayef,SI,Nayef,AGUERD,AGUERD,wc2026-MAR-5,Cambio de nombre,
MAR,Morocco,6,MF,BOUADDI Ayyoub,Ayyoub Bouaddi,Bouaddi Ayyoub,SI,Ayyoub,BOUADDI,BOUADDI,wc2026-MAR-6,Cambio de nombre,
MAR,Morocco,7,MF,TALBI Chemsdine,Chemsdine Talbi,Talbi Chemsdine,SI,Chemsdine,TALBI,TALBI,wc2026-MAR-7,Cambio de nombre,
MAR,Morocco,8,MF,OUNAHI Azzedine,Azz-eddine Ounahi,Ounahi Azzedine,SI,Azz-Eddine,OUNAHI,OUNAHI,wc2026-MAR-8,Cambio de nombre,
MAR,Morocco,9,FW,RAHIMI Soufiane,Soufiane Rahimi,Rahimi Soufiane,SI,Soufiane,RAHIMI,RAHIMI,wc2026-MAR-9,Cambio de nombre,
MAR,Morocco,10,FW,DIAZ Brahim,Brahim Díaz,Diaz Brahim,SI,Brahim,ABDELKADER DÍAZ,BRAHIM,wc2026-MAR-10,Cambio de nombre,
MAR,Morocco,11,MF,SAIBARI Ismael,Ismael Saibari,Saibari Ismael,SI,Ismael,SAIBARI,SAIBARI,wc2026-MAR-11,Cambio de nombre,
MAR,Morocco,12,GK,EL KAJOUI Munir,El Kajoui,El Kajoui Munir,SI,Monir,EL KAJOUI,EL KAJOUI,wc2026-MAR-12,Cambio de nombre,
MAR,Morocco,13,DF,EL OUAHDI Zakaria,El Ouahdi,El Ouahdi Zakaria,SI,Zakaria,EL OUAHDI,EL OUAHDI,wc2026-MAR-13,Cambio de nombre,
MAR,Morocco,14,DF,DIOP Issa,Issa Diop,Diop Issa,SI,Issa Laye Lucas Jean,DIOP,ISSA,wc2026-MAR-14,Cambio de nombre,
MAR,Morocco,15,MF,EL MOURABET Samir,El Mourabet,El Mourabet Samir,SI,Samir,EL MOURABET,EL MOURABET,wc2026-MAR-15,Cambio de nombre,
MAR,Morocco,16,MF,YASSINE Gessime,Gessime Yassine,Yassine Gessime,SI,Gessime Ben Youssef Mustapha,YASSINE,YASSINE,wc2026-MAR-16,Cambio de nombre,
MAR,Morocco,17,FW,EZZALZOULI Abde,Abdessamad Ezzalzouli,Ezzalzouli Abde,SI,Abdessamad,EZZALZOULI,EZZALZOULI,wc2026-MAR-17,Cambio de nombre,
MAR,Morocco,18,DF,RIAD Chadi,Chadi Riad,Riad Chadi,SI,Chadi,RIAD,RIAD,wc2026-MAR-18,Cambio de nombre,
MAR,Morocco,19,DF,BELAMMARI Youssef,Youssef Belammari,Belammari Youssef,SI,Youssef,BELAMMARI,BELAMMARI,wc2026-MAR-19,Cambio de nombre,
MAR,Morocco,20,FW,EL KAABI Ayoub,El Kaabi,El Kaabi Ayoub,SI,Ayoub,EL KAABI,EL KAABI,wc2026-MAR-20,Cambio de nombre,
MAR,Morocco,21,FW,AMAIMOUNI Ayoub,Ayoub Amaimouni,Amaimouni Ayoub,SI,Ayoub,AMAIMOUNI,AMAIMOUNI,wc2026-MAR-21,Cambio de nombre,
MAR,Morocco,22,GK,TAGNAOUTI Ahmed Reda,Ahmed Tagnaouti,Tagnaouti Ahmed Reda,SI,Ahmed Reda,TAGNAOUTI,TAGNAOUTI,wc2026-MAR-22,Cambio de nombre,
MAR,Morocco,23,MF,EL KHANNOUSS Bilal,El Khannouss,El Khannouss Bilal,SI,Bilal,EL KHANNOUSS,EL KHANNOUSS,wc2026-MAR-23,Cambio de nombre,
MAR,Morocco,24,MF,EL AYNAOUI Neil,El Aynaoui,El Aynaoui Neil,SI,Neil Yoni,EL AYNAOUI,EL AYNAOUI,wc2026-MAR-24,Cambio de nombre,
MAR,Morocco,25,DF,HALHAL Redouane,Redouane Halhal,Halhal Redouane,SI,Redouane,HALHAL,HALHAL,wc2026-MAR-25,Cambio de nombre,
MAR,Morocco,26,DF,SALAH EDDINE Anass,Anass Salah-eddine,Salah Eddine Anass,SI,Anass,SALAH EDDINE,SALAH-EDDINE,wc2026-MAR-26,Cambio de nombre,
NED,Netherlands,1,GK,VERBRUGGEN Bart,Bart Verbruggen,Verbruggen Bart,SI,Bart,VERBRUGGEN,VERBRUGGEN,wc2026-NED-1,Cambio de nombre,
NED,Netherlands,2,DF,TIMBER Jurrien,J. Timber,Timber Jurrien,SI,Jurriën David Norman,TIMBER,J. TIMBER,wc2026-NED-2,Cambio de nombre,
NED,Netherlands,3,MF,DE ROON Marten,De Roon,De Roon Marten,SI,Marten Elco,DE ROON,DE ROON,wc2026-NED-3,Cambio de nombre,
NED,Netherlands,4,DF,VAN DIJK Virgil,Virgil Dijk,Van Dijk Virgil,SI,Virgil,VAN DIJK,VIRGIL,wc2026-NED-4,Cambio de nombre,
NED,Netherlands,5,DF,AKE Nathan,Nathan Aké,Ake Nathan,SI,Nathan Benjamin,AKÉ,AKÉ,wc2026-NED-5,Cambio de nombre,
NED,Netherlands,6,DF,VAN HECKE Jan Paul,Van Hecke,Van Hecke Jan Paul,SI,Jan-Paul,VAN HECKE,VAN HECKE,wc2026-NED-6,Cambio de nombre,
NED,Netherlands,7,MF,KLUIVERT Justin,Justin Kluivert,Kluivert Justin,SI,Justin Dean,KLUIVERT,KLUIVERT,wc2026-NED-7,Cambio de nombre,
NED,Netherlands,8,MF,GRAVENBERCH Ryan,Ryan Gravenberch,Gravenberch Ryan,SI,Ryan Jiro,GRAVENBERCH,GRAVENBERCH,wc2026-NED-8,Cambio de nombre,
NED,Netherlands,9,FW,WEGHORST Wout,Wout Weghorst,Weghorst Wout,SI,Wout François Maria,WEGHORST,WEGHORST,wc2026-NED-9,Cambio de nombre,
NED,Netherlands,10,FW,DEPAY Memphis,Memphis Depay,Depay Memphis,SI,Memphis,DEPAY,MEMPHIS,wc2026-NED-10,Cambio de nombre,
NED,Netherlands,11,FW,GAKPO Cody,Cody Gakpo,Gakpo Cody,SI,Cody Mathès,GAKPO,GAKPO,wc2026-NED-11,Cambio de nombre,
NED,Netherlands,12,DF,WIEFFER Mats,Mats Wieffer,Wieffer Mats,SI,Mats Henrik Berne,WIEFFER,WIEFFER,wc2026-NED-12,Cambio de nombre,
NED,Netherlands,13,GK,ROEFS Robin,Robin Roefs,Roefs Robin,SI,Robin Gerardus Petrus,ROEFS,ROEFS,wc2026-NED-13,Cambio de nombre,
NED,Netherlands,14,MF,REIJNDERS Tijjani,Tijjani Reijnders,Reijnders Tijjani,SI,Tijjani Martinus Jan,REIJNDERS,REIJNDERS,wc2026-NED-14,Cambio de nombre,
NED,Netherlands,15,DF,VAN DE VEN Micky,Van De Ven,Van De Ven Micky,SI,Micky,VAN DE VEN,VAN DE VEN,wc2026-NED-15,Cambio de nombre,
NED,Netherlands,16,MF,TIL Guus,Guus Til,Til Guus,SI,Guus Berend,TIL,TIL,wc2026-NED-16,Cambio de nombre,
NED,Netherlands,17,FW,LANG Noa,Noa Lang,Lang Noa,SI,Noa Noëll,LANG,LANG,wc2026-NED-17,Cambio de nombre,
NED,Netherlands,18,FW,MALEN Donyell,Donyell Malen,Malen Donyell,SI,Donyell,MALEN,MALEN,wc2026-NED-18,Cambio de nombre,
NED,Netherlands,19,FW,BROBBEY Brian,Brian Brobbey,Brobbey Brian,SI,Brian Ebenezer Adjei,BROBBEY,BROBBEY,wc2026-NED-19,Cambio de nombre,
NED,Netherlands,20,MF,KOOPMEINERS Teun,Teun Koopmeiners,Koopmeiners Teun,SI,Teun,KOOPMEINERS,KOOPMEINERS,wc2026-NED-20,Cambio de nombre,
NED,Netherlands,21,MF,DE JONG Frenkie,F. De Jong,De Jong Frenkie,SI,Frenkie,DE JONG,F. DE JONG,wc2026-NED-21,Cambio de nombre,
NED,Netherlands,22,DF,DUMFRIES Denzel,Denzel Dumfries,Dumfries Denzel,SI,Denzel Justus Morris,DUMFRIES,DUMFRIES,wc2026-NED-22,Cambio de nombre,
NED,Netherlands,23,GK,FLEKKEN Mark,Mark Flekken,Flekken Mark,SI,Mark Maria Hubertus,FLEKKEN,FLEKKEN,wc2026-NED-23,Cambio de nombre,
NED,Netherlands,24,FW,SUMMERVILLE Crysencio,Crysencio Summerville,Summerville Crysencio,SI,Crysencio Jilbert Sylverio Cir,SUMMERVILLE,SUMMERVILLE,wc2026-NED-24,Cambio de nombre,
NED,Netherlands,25,DF,HATO Jorrel,Jorrel Hato,Hato Jorrel,SI,Jorrel Evan,HATO,HATO,wc2026-NED-25,Cambio de nombre,
NED,Netherlands,26,MF,TIMBER Quinten,Q. Timber,Timber Quinten,SI,Quinten Ryan Crispito,TIMBER,Q. TIMBER,wc2026-NED-26,Cambio de nombre,
NZL,New Zealand,1,GK,CROCOMBE Max,Maxime Crocombe,Crocombe Max,SI,Maxime Teremoana,CROCOMBE,CROCOMBE,wc2026-NZL-1,Cambio de nombre,
NZL,New Zealand,2,DF,PAYNE Tim,Timothy Payne,Payne Tim,SI,Timothy John,PAYNE,PAYNE,wc2026-NZL-2,Cambio de nombre,
NZL,New Zealand,3,DF,DE VRIES Francis,De Vries,De Vries Francis,SI,Francis,DE VRIES,DE VRIES,wc2026-NZL-3,Cambio de nombre,
NZL,New Zealand,4,DF,BINDON Tyler,Tyler Bindon,Bindon Tyler,SI,Tyler Grant,BINDON,BINDON,wc2026-NZL-4,Cambio de nombre,
NZL,New Zealand,5,DF,BOXALL Michael,Michael Boxall,Boxall Michael,SI,Michael Joseph,BOXALL,BOXALL,wc2026-NZL-5,Cambio de nombre,
NZL,New Zealand,6,MF,BELL Joe,Joe Bell,Bell Joe,SI,Joe Zen Robert,BELL,BELL,wc2026-NZL-6,Cambio de nombre,
NZL,New Zealand,7,MF,GARBETT Matthew,Matthew Garbett,Garbett Matthew,SI,Matthew Jimmy David,GARBETT,GARBETT,wc2026-NZL-7,Cambio de nombre,
NZL,New Zealand,8,MF,STAMENIC Marko,Marko Stamenic,Stamenic Marko,SI,Marko Seufatu Nikola,STAMENIC,STAMENIC,wc2026-NZL-8,Cambio de nombre,
NZL,New Zealand,9,FW,WOOD Chris,Christopher Wood,Wood Chris,SI,Christopher Grant,WOOD,WOOD,wc2026-NZL-9,Cambio de nombre,
NZL,New Zealand,10,MF,SINGH Sarpreet,Sarpreet Singh,Singh Sarpreet,SI,Sarpreet,SINGH,SINGH,wc2026-NZL-10,Cambio de nombre,
NZL,New Zealand,11,MF,JUST Elijah,Elijah Just,Just Elijah,SI,Elijah Henry,JUST,JUST,wc2026-NZL-11,Cambio de nombre,
NZL,New Zealand,12,GK,PAULSEN Alex,Alexander Paulsen,Paulsen Alex,SI,Alexander Noah,PAULSEN,PAULSEN,wc2026-NZL-12,Cambio de nombre,
NZL,New Zealand,13,DF,CACACE Liberato,Liberato Cacace,Cacace Liberato,SI,Liberato Gianpaolo,CACACE,CACACE,wc2026-NZL-13,Cambio de nombre,
NZL,New Zealand,14,MF,RUFER Alex,Alex Rufer,Rufer Alex,SI,Alex Arthur,RUFER,RUFER,wc2026-NZL-14,Cambio de nombre,
NZL,New Zealand,15,DF,PIJNAKER Nando,Nando Pijnaker,Pijnaker Nando,SI,Nando Zen,PIJNAKER,PIJNAKER,wc2026-NZL-15,Cambio de nombre,
NZL,New Zealand,16,DF,SURMAN Finn,Finn Surman,Surman Finn,SI,Finn,SURMAN,SURMAN,wc2026-NZL-16,Cambio de nombre,
NZL,New Zealand,17,FW,BARBAROUSES Kosta,Kosta Barbarouses,Barbarouses Kosta,SI,Kosta,BARBAROUSES,BARBAROUSES,wc2026-NZL-17,Cambio de nombre,
NZL,New Zealand,18,FW,WAINE Ben,Benjamin Waine,Waine Ben,SI,Benjamin Peter,WAINE,WAINE,wc2026-NZL-18,Cambio de nombre,
NZL,New Zealand,19,MF,OLD Ben,Benjamin Old,Old Ben,SI,Benjamin Craig,OLD,OLD,wc2026-NZL-19,Cambio de nombre,
NZL,New Zealand,20,MF,McCOWATT Callum,Callum Mccowatt,Mccowatt Callum,SI,Callum William,MCCOWATT,MCCOWATT,wc2026-NZL-20,Cambio de nombre,
NZL,New Zealand,21,FW,RANDALL Jesse,Jesse Randall,Randall Jesse,SI,Jesse Carmichael,RANDALL,RANDALL,wc2026-NZL-21,Cambio de nombre,
NZL,New Zealand,22,GK,WOUD Michael,Michael Woud,Woud Michael,SI,Michael Cornelis,WOUD,WOUD,wc2026-NZL-22,Cambio de nombre,
NZL,New Zealand,23,MF,THOMAS Ryan,Ryan Thomas,Thomas Ryan,SI,Ryan Jared,THOMAS,THOMAS,wc2026-NZL-23,Cambio de nombre,
NZL,New Zealand,24,DF,ELLIOT Callan,Callan Elliot,Elliot Callan,SI,Callan Rennie,ELLIOT,ELLIOT,wc2026-NZL-24,Cambio de nombre,
NZL,New Zealand,25,MF,BAYLISS Lachlan,Lachlan Bayliss,Bayliss Lachlan,SI,Lachlan Ryan,BAYLISS,BAYLISS,wc2026-NZL-25,Cambio de nombre,
NZL,New Zealand,26,DF,SMITH Tommy,Thomas Smith,Smith Tommy,SI,Thomas Jefferson,SMITH,SMITH,wc2026-NZL-26,Cambio de nombre,
NOR,Norway,1,GK,NYLAND Orjan,Ørjan Nyland,Nyland Orjan,SI,Ørjan Haskjold,NYLAND,NYLAND,wc2026-NOR-1,Cambio de nombre,
NOR,Norway,2,MF,THORSBY Morten,Morten Thorsby,Thorsby Morten,SI,Morten,THORSBY,THORSBY,wc2026-NOR-2,Cambio de nombre,
NOR,Norway,3,DF,AJER Kristoffer,Vassbakk Ajer,Ajer Kristoffer,SI,Kristoffer Vassbakk Köpp,AJER,VASSBAKK AJER,wc2026-NOR-3,Cambio de nombre,
NOR,Norway,4,DF,OSTIGARD Leo,Leo Østigård,Ostigard Leo,SI,Leo Skiri,ØSTIGÅRD,ØSTIGÅRD,wc2026-NOR-4,Cambio de nombre,
NOR,Norway,5,DF,MOLLER WOLFE David,Møller Wolfe,Moller Wolfe David,SI,David Møller,WOLFE,MØLLER WOLFE,wc2026-NOR-5,Cambio de nombre,
NOR,Norway,6,MF,BERG Patrick,Patrick Berg,Berg Patrick,SI,Patrick,BERG,BERG,wc2026-NOR-6,Cambio de nombre,
NOR,Norway,7,FW,SORLOTH Alexander,Alexander Sørloth,Sorloth Alexander,SI,Alexander,SØRLOTH,SØRLOTH,wc2026-NOR-7,Cambio de nombre,
NOR,Norway,8,MF,BERGE Sander,Sander Berge,Berge Sander,SI,Sander Gard Bolin,BERGE,BERGE,wc2026-NOR-8,Cambio de nombre,
NOR,Norway,9,FW,HAALAND Erling,Braut Haaland,Haaland Erling,SI,Erling Braut,HAALAND,BRAUT HAALAND,wc2026-NOR-9,Cambio de nombre,
NOR,Norway,10,MF,ODEGAARD Martin,Martín Ødegaard,Odegaard Martin,SI,Martín,ØDEGAARD,ØDEGAARD,wc2026-NOR-10,Cambio de nombre,
NOR,Norway,11,FW,STRAND LARSEN Jorgen,Strand Larsen,Strand Larsen Jorgen,SI,Jørgen Strand,LARSEN,STRAND LARSEN,wc2026-NOR-11,Cambio de nombre,
NOR,Norway,12,GK,TANGVIK Sander,Sander Tangvik,Tangvik Sander,SI,Sander,TANGVIK,TANGVIK,wc2026-NOR-12,Cambio de nombre,
