Team,País,#,POS,Player name (MD),Nombre ANTERIOR,Nombre NUEVO,Cambió?,First name(s),Last name(s),Name on shirt,externalRef,Observación,Nombre corregido sugerido
TUN,Tunisia,8,FW,SAAD Elias,Elias Saad,Saad Elias,SI,Elias,SAAD,SAAD,wc2026-TUN-8,Cambio de nombre,
TUN,Tunisia,9,FW,MASTOURI Hazem,Hazem Mastouri,Mastouri Hazem,SI,Hazem,MASTOURI,MASTOURI,wc2026-TUN-9,Cambio de nombre,
TUN,Tunisia,10,MF,MEJBRI Hannibal,Hannibal Mejbri,Mejbri Hannibal,SI,Hannibal,MEJBRI,MEJBRI,wc2026-TUN-10,Cambio de nombre,
TUN,Tunisia,11,MF,GHARBI Ismael,Ismael Gharbi,Gharbi Ismael,SI,Ismael Seifallah,GHARBI,GHARBI,wc2026-TUN-11,Cambio de nombre,
TUN,Tunisia,12,DF,BEN OUANES Mortadha,Ben Ouanes,Ben Ouanes Mortadha,SI,Ahmed Mortadha,BEN OUANES,BEN OUANES,wc2026-TUN-12,Cambio de nombre,
TUN,Tunisia,13,MF,KHEDIRA Rani,Rani Khedira,Khedira Rani,SI,Rani,KHEDIRA,KHEDIRA,wc2026-TUN-13,Cambio de nombre,
TUN,Tunisia,14,MF,AYARI Khalil,Khalil Ayari,Ayari Khalil,SI,Khalil,AYARI,AYARI,wc2026-TUN-14,Cambio de nombre,
TUN,Tunisia,15,MF,HADJ MAHMOUD Mohamed,Belhadj Mahmoud,Hadj Mahmoud Mohamed,SI,Mohamed,BELHADJ MAHMOUD,BELHADJ MAHMOUD,wc2026-TUN-15,Cambio de nombre,
TUN,Tunisia,16,GK,DAHMEN Aymen,Aymen Dahmen,Dahmen Aymen,SI,Aymen,DAHMEN,DAHMEN,wc2026-TUN-16,Cambio de nombre,
TUN,Tunisia,17,MF,SKHIRI Ellyes,Ellyes Skhiri,Skhiri Ellyes,SI,Ellyes Joris,SKHIRI,SKHIRI,wc2026-TUN-17,Cambio de nombre,
TUN,Tunisia,18,FW,ELLOUMI Rayan,Rayan Elloumi,Elloumi Rayan,SI,Rayan,ELLOUMI,ELLOUMI,wc2026-TUN-18,Cambio de nombre,
TUN,Tunisia,19,FW,CHAOUAT Firas,Firas Chaouat,Chaouat Firas,SI,Firas,CHAOUAT,CHAOUAT,wc2026-TUN-19,Cambio de nombre,
TUN,Tunisia,20,DF,VALERY Yan,Yan Valery,Valery Yan,SI,Yan,VALERY,VALERY,wc2026-TUN-20,Cambio de nombre,
TUN,Tunisia,21,DF,BEN HMIDA Mohamed Amine,Ben Hmida,Ben Hmida Mohamed Amine,SI,Mohamed Amine,BEN HMIDA,BEN HMIDA,wc2026-TUN-21,Cambio de nombre,
TUN,Tunisia,22,GK,BEN HESSEN Sabri,Ben Hsan,Ben Hessen Sabri,SI,Sabri,BEN HSAN,BEN HSAN,wc2026-TUN-22,Cambio de nombre,
TUN,Tunisia,23,DF,NEFFATI Moutaz,Moutaz Neffati,Neffati Moutaz,SI,Moutaz,NEFFATI,NEFFATI,wc2026-TUN-23,Cambio de nombre,
TUN,Tunisia,24,DF,CHIKHAOUI Raed,Raed Chikhaoui,Chikhaoui Raed,SI,Raed,CHIKHAOUI,CHIKHAOUI,wc2026-TUN-24,Cambio de nombre,
TUN,Tunisia,25,MF,SLIMANE Anis,Anis Slimane,Slimane Anis,SI,Anis,BEN SLIMANE,SLIMANE,wc2026-TUN-25,Cambio de nombre,
TUN,Tunisia,26,MF,TOUNEKTI Sebastian,Sebastian Tounekti,Tounekti Sebastian,SI,Sebastian,TOUNEKTI,TOUNEKTI,wc2026-TUN-26,Cambio de nombre,
TUR,Turkey,1,GK,GUNOK Mert,Fehmi Günok,Gunok Mert,SI,Fehmi Mert,GÜNOK,MERT,wc2026-TUR-1,Cambio de nombre,
TUR,Turkey,2,DF,CELIK Zeki,Zeki̇ Çeli̇k,Celik Zeki,SI,Mehmet Zeki,ÇELIK,ZEKİ ÇELİK,wc2026-TUR-2,Cambio de nombre,
TUR,Turkey,3,DF,DEMIRAL Merih,Merih Demi̇ral,Demiral Merih,SI,Merih,DEMİRAL,DEMİRAL,wc2026-TUR-3,Cambio de nombre,
TUR,Turkey,4,DF,SOYUNCU Caglar,Çağlar Söyüncü,Soyuncu Caglar,SI,Çağlar,SÖYÜNCÜ,ÇAĞLAR,wc2026-TUR-4,Cambio de nombre,
TUR,Turkey,5,MF,OZCAN Salih,Salih Özcan,Ozcan Salih,SI,Salih,ÖZCAN,ÖZCAN,wc2026-TUR-5,Cambio de nombre,
TUR,Turkey,6,MF,KOKCU Orkun,Orkun Kökçü,Kokcu Orkun,SI,Orkun,KÖKÇÜ,ORKUN KÖKÇÜ,wc2026-TUR-6,Cambio de nombre,
TUR,Turkey,7,FW,AKTURKOGLU Kerem,Muhammed Aktürkoğlu,Akturkoglu Kerem,SI,Muhammed Kerem,AKTÜRKOĞLU,AKTÜRKOĞLU,wc2026-TUR-7,Cambio de nombre,
TUR,Turkey,8,FW,GULER Arda,Arda Güler,Guler Arda,SI,Arda,GÜLER,ARDA GÜLER,wc2026-TUR-8,Cambio de nombre,
TUR,Turkey,9,FW,GUL Deniz,Deni̇z Gül,Gul Deniz,SI,Deniz Daniel,GÜL,DENİZ GÜL,wc2026-TUR-9,Cambio de nombre,
TUR,Turkey,10,MF,CALHANOGLU Hakan,Hakan Çalhanoğlu,Calhanoglu Hakan,SI,Hakan,ÇALHANOĞLU,ÇALHANOĞLU,wc2026-TUR-10,Cambio de nombre,
TUR,Turkey,11,FW,YILDIZ Kenan,Kenan Yildiz,Yildiz Kenan,SI,Kenan,YILDIZ,YILDIZ,wc2026-TUR-11,Cambio de nombre,
TUR,Turkey,12,GK,BAYINDIR Altay,Altay Bayindir,Bayindir Altay,SI,Altay,BAYINDIR,ALTAY,wc2026-TUR-12,Cambio de nombre,
TUR,Turkey,13,DF,ELMALI Eren,Eren Elmali,Elmali Eren,SI,Evren Eren,ELMALI,EREN ELMALI,wc2026-TUR-13,Cambio de nombre,
TUR,Turkey,14,DF,BARDAKCI Abdulkerim,Abdülkeri̇m Bardakci,Bardakci Abdulkerim,SI,Abdülkerİm,BARDAKCI,ABDÜLKERİM,wc2026-TUR-14,Cambio de nombre,
TUR,Turkey,15,DF,KABAK Ozan,Ozan Kabak,Kabak Ozan,SI,Ozan Muhammed,KABAK,OZAN KABAK,wc2026-TUR-15,Cambio de nombre,
TUR,Turkey,16,MF,YUKSEK Ismail,İsmai̇l Yüksek,Yuksek Ismail,SI,İsmaİl,YÜKSEK,İSMAİL,wc2026-TUR-16,Cambio de nombre,
TUR,Turkey,17,FW,KAHVECI Irfan Can,İrfan Kahveci̇,Kahveci Irfan Can,SI,İrfan,KAHVECİ,KAHVECİ,wc2026-TUR-17,Cambio de nombre,
TUR,Turkey,18,DF,MULDUR Mert,Mert Müldür,Muldur Mert,SI,Mert,MÜLDÜR,MERT MÜLDÜR,wc2026-TUR-18,Cambio de nombre,
TUR,Turkey,19,FW,AKGUN Yunus,Yunus Akgün,Akgun Yunus,SI,Yunus,AKGÜN,YUNUS,wc2026-TUR-19,Cambio de nombre,
TUR,Turkey,20,DF,KADIOGLU Ferdi,F. Kadioğlu,Kadioglu Ferdi,SI,Ferdi Erenay,KADIOĞLU,F. KADIOĞLU,wc2026-TUR-20,Cambio de nombre,
TUR,Turkey,21,FW,YILMAZ Baris Alper,Barış Bariş,Yilmaz Baris Alper,SI,Barış Alper,YILMAZ,BARIŞ,wc2026-TUR-21,Cambio de nombre,
TUR,Turkey,22,MF,AYHAN Kaan,Kaan Ayhan,Ayhan Kaan,SI,Kaan,AYHAN,KAAN,wc2026-TUR-22,Cambio de nombre,
TUR,Turkey,23,GK,CAKIR Ugurcan,Uğurcan Çakir,Cakir Ugurcan,SI,Uğurcan,ÇAKIR,UĞURCAN,wc2026-TUR-23,Cambio de nombre,
TUR,Turkey,24,FW,AYDIN Oguz,Oğuz Aydin,Aydin Oguz,SI,Oğuz,AYDIN,OĞUZ,wc2026-TUR-24,Cambio de nombre,
TUR,Turkey,25,DF,AKAYDIN Samet,Samet Akaydin,Akaydin Samet,SI,Samet,AKAYDIN,SAMET AKAYDIN,wc2026-TUR-25,Cambio de nombre,
TUR,Turkey,26,FW,UZUN Can,Can Uzun,Uzun Can,SI,Can Yılmaz,UZUN,CAN UZUN,wc2026-TUR-26,Cambio de nombre,
URU,Uruguay,1,GK,ROCHET Sergio,S. Rochet,Rochet Sergio,SI,Sergio Ramón,ROCHET ALVAREZ,S. ROCHET,wc2026-URU-1,Cambio de nombre,
URU,Uruguay,2,DF,GIMENEZ Jose Maria,J.m. Giménez,Gimenez Jose Maria,SI,José María,GIMÉNEZ DE VARGAS,J.M. GIMÉNEZ,wc2026-URU-2,Cambio de nombre,
URU,Uruguay,3,DF,CACERES Sebastian,S. Caceres,Caceres Sebastian,SI,Sebastián Enzo,CÁCERES RAMOS,S. CACERES,wc2026-URU-3,Cambio de nombre,
URU,Uruguay,4,DF,ARAUJO Ronald,R. Araujo,Araujo Ronald,SI,Ronald Federico,ARAÚJO DA SILVA,R. ARAUJO,wc2026-URU-4,Cambio de nombre,
URU,Uruguay,5,MF,UGARTE Manuel,M. Ugarte,Ugarte Manuel,SI,Manuel,UGARTE RIBEIRO,M. UGARTE,wc2026-URU-5,Cambio de nombre,
URU,Uruguay,6,MF,BENTANCUR Rodrigo,R. Bentancur,Bentancur Rodrigo,SI,Rodrigo,BENTANCUR COLMÁN,R. BENTANCUR,wc2026-URU-6,Cambio de nombre,
URU,Uruguay,7,MF,DE LA CRUZ Nicolas,N. De La Cruz,De La Cruz Nicolas,SI,Diego Nicolás,DE LA CRUZ ARCOSA,N. DE LA CRUZ,wc2026-URU-7,Cambio de nombre,
URU,Uruguay,8,MF,VALVERDE Federico,F. Valverde,Valverde Federico,SI,Federico Santiago,VALVERDE DIPETTA,F. VALVERDE,wc2026-URU-8,Cambio de nombre,
URU,Uruguay,9,FW,NUNEZ Darwin,D. Nuñez,Nunez Darwin,SI,Darwin Gabriel,NUÑEZ RIBEIRO,D. NUÑEZ,wc2026-URU-9,Cambio de nombre,
URU,Uruguay,10,MF,DE ARRASCAETA Giorgian,G. De Arrascaeta,De Arrascaeta Giorgian,SI,Giorgian Daniel,DE ARRASCAETA BENEDETTI,G. DE ARRASCAETA,wc2026-URU-10,Cambio de nombre,
URU,Uruguay,11,FW,PELLISTRI Facundo,F. Pellistri,Pellistri Facundo,SI,Facundo,PELLISTRI REBOLLO,F. PELLISTRI,wc2026-URU-11,Cambio de nombre,
URU,Uruguay,12,GK,MELE Santiago,S. Mele,Mele Santiago,SI,Santiago Andres,MELE CASTAÑERO,S. MELE,wc2026-URU-12,Cambio de nombre,
URU,Uruguay,13,DF,VARELA Guillermo,G. Varela,Varela Guillermo,SI,Guillermo,VARELA OLIVERA,G. VARELA,wc2026-URU-13,Cambio de nombre,
URU,Uruguay,14,MF,CANOBBIO Agustin,A. Canobbio,Canobbio Agustin,SI,Agustin,CANOBBIO,A. CANOBBIO,wc2026-URU-14,Cambio de nombre,
URU,Uruguay,15,MF,MARTINEZ Emiliano,E. Martinez,Martinez Emiliano,SI,Emiliano,MARTÍNEZ TORANZA,E. MARTINEZ,wc2026-URU-15,Cambio de nombre,
URU,Uruguay,16,DF,OLIVERA Mathias,M. Olivera,Olivera Mathias,SI,Mathías,OLIVERA MIRAMONTES,M. OLIVERA,wc2026-URU-16,Cambio de nombre,
URU,Uruguay,17,DF,VINA Matias,M. Viña,Vina Matias,SI,Matías Nicolas,VIÑA SUSPERREGUY,M. VIÑA,wc2026-URU-17,Cambio de nombre,
URU,Uruguay,18,FW,RODRIGUEZ Brian,B. Rodriguez,Rodriguez Brian,SI,Paul Brian,RODRÍGUEZ BRAVO,B. RODRIGUEZ,wc2026-URU-18,Cambio de nombre,
URU,Uruguay,19,FW,AGUIRRE Rodrigo,R. Aguirre,Aguirre Rodrigo,SI,Rodrigo Sebastian,AGUIRRE SOTO,R. AGUIRRE,wc2026-URU-19,Cambio de nombre,
URU,Uruguay,20,MF,ARAUJO Maxi,M. Araujo,Araujo Maxi,SI,Maximiliano Javier,ARAÚJO VILCHES,M. ARAUJO,wc2026-URU-20,Cambio de nombre,
URU,Uruguay,21,FW,VINAS Federico,F. Viñas,Vinas Federico,SI,Federico Sebastian,VIÑAS BARBOZA,F. VIÑAS,wc2026-URU-21,Cambio de nombre,
URU,Uruguay,22,MF,PIQUEREZ Joaquin,J. Piquerez,Piquerez Joaquin,SI,Joaquin,PIQUEREZ MOREIRA,J. PIQUEREZ,wc2026-URU-22,Cambio de nombre,
URU,Uruguay,23,GK,MUSLERA Fernando,F. Muslera,Muslera Fernando,SI,Nestor Fernando,MUSLERA MICOL,F. MUSLERA,wc2026-URU-23,Cambio de nombre,
URU,Uruguay,24,DF,BUENO Santiago,S. Bueno,Bueno Santiago,SI,Santiago Ignacio,BUENO SCIUTTO,S. BUENO,wc2026-URU-24,Cambio de nombre,
URU,Uruguay,25,MF,SANABRIA Juan Manuel,J.m. Sanabria,Sanabria Juan Manuel,SI,Juan Manuel,SANABRIA MAGOLÉ,J.M. SANABRIA,wc2026-URU-25,Cambio de nombre,
URU,Uruguay,26,MF,ZALAZAR Rodrigo,R. Zalazar,Zalazar Rodrigo,SI,Radrigo,ZALAZAR MARTINEZ,R. ZALAZAR,wc2026-URU-26,Cambio de nombre,
USA,US,1,GK,TURNER Matt,Matthew Turner,Turner Matt,SI,Matthew Charles,TURNER,TURNER,wc2026-USA-1,Cambio de nombre,
USA,US,2,DF,DEST Sergino,Sergiño Dest,Dest Sergino,SI,Sergiño Gianni,DEST,DEST,wc2026-USA-2,Cambio de nombre,
USA,US,3,DF,RICHARDS Chris,Christopher Richards,Richards Chris,SI,Christopher Jeffrey,RICHARDS,RICHARDS,wc2026-USA-3,Cambio de nombre,
USA,US,4,MF,ADAMS Tyler,Tyler Adams,Adams Tyler,SI,Tyler Shaan,ADAMS,ADAMS,wc2026-USA-4,Cambio de nombre,
USA,US,5,DF,ROBINSON Antonee,A. Robinson,Robinson Antonee,SI,Antonee,ROBINSON,A. ROBINSON,wc2026-USA-5,Cambio de nombre,
USA,US,6,DF,TRUSTY Auston,Auston Trusty,Trusty Auston,SI,Auston Levi-Jesaiah,TRUSTY,TRUSTY,wc2026-USA-6,Cambio de nombre,
USA,US,7,MF,REYNA Giovanni,Giovanni Reyna,Reyna Giovanni,SI,Giovanni Alejandro,REYNA,REYNA,wc2026-USA-7,Cambio de nombre,
USA,US,8,MF,McKENNIE Weston,Weston Mckennie,Mckennie Weston,SI,Weston James Earl,MC KENNIE,MCKENNIE,wc2026-USA-8,Cambio de nombre,
USA,US,9,FW,PEPI Ricardo,Ricardo Pepi,Pepi Ricardo,SI,Ricardo Daniel,PEPI,PEPI,wc2026-USA-9,Cambio de nombre,
USA,US,10,FW,PULISIC Christian,Christian Pulisic,Pulisic Christian,SI,Christian Mate,PULISIC,PULISIC,wc2026-USA-10,Cambio de nombre,
USA,US,11,FW,AARONSON Brenden,Brenden Aaronson,Aaronson Brenden,SI,Brenden Russell,AARONSON,AARONSON,wc2026-USA-11,Cambio de nombre,
USA,US,12,DF,ROBINSON Miles,M. Robinson,Robinson Miles,SI,Miles Gordon,ROBINSON,M. ROBINSON,wc2026-USA-12,Cambio de nombre,
USA,US,13,DF,REAM Tim,Timothy Ream,Ream Tim,SI,Timothy Michael,REAM,REAM,wc2026-USA-13,Cambio de nombre,
USA,US,14,MF,BERHALTER Sebastian,Sebastian Berhalter,Berhalter Sebastian,SI,Sebastian Matthew,BERHALTER,BERHALTER,wc2026-USA-14,Cambio de nombre,
USA,US,15,MF,ROLDAN Cristian,Cristian Roldan,Roldan Cristian,SI,Cristian,ROLDAN,ROLDAN,wc2026-USA-15,Cambio de nombre,
USA,US,16,DF,FREEMAN Alex,Alexander Freeman,Freeman Alex,SI,Alexander Michael,FREEMAN,FREEMAN,wc2026-USA-16,Cambio de nombre,
USA,US,17,MF,TILLMAN Malik,Malik Tillman,Tillman Malik,SI,Malik Leon,TILLMAN,TILLMAN,wc2026-USA-17,Cambio de nombre,
USA,US,18,DF,ARFSTEN Max,Maximilian Arfsten,Arfsten Max,SI,Maximilian Michael,ARFSTEN,ARFSTEN,wc2026-USA-18,Cambio de nombre,
USA,US,19,FW,WRIGHT Haji,Haji Wright,Wright Haji,SI,Haji Amir,WRIGHT,WRIGHT,wc2026-USA-19,Cambio de nombre,
USA,US,20,FW,BALOGUN Folarin,Folarin Balogun,Balogun Folarin,SI,Folarin Jolaoluwa,BALOGUN,BALOGUN,wc2026-USA-20,Cambio de nombre,
USA,US,21,FW,WEAH Timothy,Timothy Weah,Weah Timothy,SI,Timothy Tarpeh,WEAH,WEAH,wc2026-USA-21,Cambio de nombre,
USA,US,22,DF,McKENZIE Mark,Mark Mckenzie,Mckenzie Mark,SI,Mark Alexander,MCKENZIE,MCKENZIE,wc2026-USA-22,Cambio de nombre,
USA,US,23,DF,SCALLY Joe,Joseph Scally,Scally Joe,SI,Joseph Michael,SCALLY,SCALLY,wc2026-USA-23,Cambio de nombre,
USA,US,24,GK,FREESE Matt,Matthew Freese,Freese Matt,SI,Matthew Andrew Geary,FREESE,FREESE,wc2026-USA-24,Cambio de nombre,
USA,US,25,GK,BRADY Chris,Christopher Brady,Brady Chris,SI,Christopher Keith,BRADY,BRADY,wc2026-USA-25,Cambio de nombre,
USA,US,26,FW,ZENDEJAS Alex,Alejandro Zendejas,Zendejas Alex,SI,Alejandro,ZENDEJAS SAAVEDRA,ZENDEJAS,wc2026-USA-26,Cambio de nombre,
UZB,Uzbekistan,1,GK,YUSUPOV Utkir,Utkir Yusupov,Yusupov Utkir,SI,Utkir,YUSUPOV,YUSUPOV,wc2026-UZB-1,Cambio de nombre,
UZB,Uzbekistan,2,DF,KHUSANOV Abdukodir,Abdukodir Khusanov,Khusanov Abdukodir,SI,Abdukodir,KHUSANOV,KHUSANOV,wc2026-UZB-2,Cambio de nombre,
UZB,Uzbekistan,3,DF,ALIJONOV Khojiakbar,Khojiakbar Alijonov,Alijonov Khojiakbar,SI,Khojiakbar,ALIJONOV,ALIJONOV,wc2026-UZB-3,Cambio de nombre,
UZB,Uzbekistan,4,DF,SAYFIEV Farrukh,Farrukh Sayfiev,Sayfiev Farrukh,SI,Farrukh,SAYFIEV,SAYFIEV,wc2026-UZB-4,Cambio de nombre,
UZB,Uzbekistan,5,DF,ASHURMATOV Rustam,Rustamjon Ashurmatov,Ashurmatov Rustam,SI,Rustamjon,ASHURMATOV,ASHURMATOV,wc2026-UZB-5,Cambio de nombre,
UZB,Uzbekistan,6,MF,MOZGOVOY Akmal,Akmal Mozgovoy,Mozgovoy Akmal,SI,Akmal,MOZGOVOY,MOZGOVOY,wc2026-UZB-6,Cambio de nombre,
UZB,Uzbekistan,7,MF,SHUKUROV Otabek,Otabek Shukurov,Shukurov Otabek,SI,Otabek,SHUKUROV,SHUKUROV,wc2026-UZB-7,Cambio de nombre,
UZB,Uzbekistan,8,MF,ISKANDEROV Jamshid,Jamshid Iskanderov,Iskanderov Jamshid,SI,Jamshid,ISKANDEROV,ISKANDEROV,wc2026-UZB-8,Cambio de nombre,
UZB,Uzbekistan,9,MF,XAMROBEKOV Odiljon,Odiljon Xamrobekov,Xamrobekov Odiljon,SI,Odiljon,XAMROBEKOV,XAMROBEKOV,wc2026-UZB-9,Cambio de nombre,
UZB,Uzbekistan,10,MF,MASHARIPOV Jaloliddin,Jaloliddin Masharipov,Masharipov Jaloliddin,SI,Jaloliddin,MASHARIPOV,MASHARIPOV,wc2026-UZB-10,Cambio de nombre,
UZB,Uzbekistan,11,MF,URUNOV Oston,Oston Urunov,Urunov Oston,SI,Oston,URUNOV,URUNOV,wc2026-UZB-11,Cambio de nombre,
UZB,Uzbekistan,12,GK,NEMATOV Abduvohid,Abduvakhid Nematov,Nematov Abduvohid,SI,Abduvakhid,NEMATOV,NEMATOV,wc2026-UZB-12,Cambio de nombre,
UZB,Uzbekistan,13,DF,NASRULLAEV Sherzod,Sherzod Nasrullaev,Nasrullaev Sherzod,SI,Sherzod,NASRULLAEV,NASRULLAEV,wc2026-UZB-13,Cambio de nombre,
UZB,Uzbekistan,14,FW,SHOMURODOV Eldor,Eldor Shomurodov,Shomurodov Eldor,SI,Eldor,SHOMURODOV,SHOMURODOV,wc2026-UZB-14,Cambio de nombre,
UZB,Uzbekistan,15,DF,ESHMURODOV Umar,Umarbek Eshmurodov,Eshmurodov Umar,SI,Umarbek,ESHMURODOV,ESHMURODOV,wc2026-UZB-15,Cambio de nombre,
UZB,Uzbekistan,16,GK,ERGASHEV Botirali,Botirali Ergashev,Ergashev Botirali,SI,Botirali,ERGASHEV,ERGASHEV,wc2026-UZB-16,Cambio de nombre,
UZB,Uzbekistan,17,MF,KHAMDAMOV Dostonbek,Dostonbek Khamdamov,Khamdamov Dostonbek,SI,Dostonbek,KHAMDAMOV,KHAMDAMOV,wc2026-UZB-17,Cambio de nombre,
UZB,Uzbekistan,18,DF,ABDULLAEV Abdulla,Abdulla Abdullaev,Abdullaev Abdulla,SI,Abdulla,ABDULLAEV,ABDULLAEV,wc2026-UZB-18,Cambio de nombre,
UZB,Uzbekistan,19,MF,GANIEV Azizjon,Azizjon Ganiev,Ganiev Azizjon,SI,Azizjon,GANIEV,GANIEV,wc2026-UZB-19,Cambio de nombre,
UZB,Uzbekistan,20,FW,AMONOV Azizbek,Azizbek Amonov,Amonov Azizbek,SI,Azizbek,AMONOV,AMONOV,wc2026-UZB-20,Cambio de nombre,
UZB,Uzbekistan,21,FW,SERGEEV Igor,Igor Sergeev,Sergeev Igor,SI,Igor,SERGEEV,SERGEEV,wc2026-UZB-21,Cambio de nombre,
UZB,Uzbekistan,22,MF,FAYZULLAEV Abbosbek,Abbosbek Fayzullaev,Fayzullaev Abbosbek,SI,Abbosbek,FAYZULLAEV,FAYZULLAEV,wc2026-UZB-22,Cambio de nombre,
UZB,Uzbekistan,23,MF,ESANOV Sherzod,Sherzod Esanov,Esanov Sherzod,SI,Sherzod,ESANOV,ESANOV,wc2026-UZB-23,Cambio de nombre,
UZB,Uzbekistan,24,DF,KARIMOV Behruzjon,Behruzjon Karimov,Karimov Behruzjon,SI,Behruzjon,KARIMOV,KARIMOV,wc2026-UZB-24,Cambio de nombre,
UZB,Uzbekistan,25,DF,ULMASALIYEV Avazbek,Avazbek Ulmasaliyev,Ulmasaliyev Avazbek,SI,Avazbek,ULMASALIYEV,ULMASALIYEV,wc2026-UZB-25,Cambio de nombre,
UZB,Uzbekistan,26,DF,UROZOV Jakhongir,Jakhongir Urozov,Urozov Jakhongir,SI,Jakhongir,UROZOV,UROZOV,wc2026-UZB-26,Cambio de nombre,
